	level_0	schema_context	column	check	check_number	failure_case	index
748	210	Column	n_ref_count	coerce_dtype('int64')			2
749	1164	Column	n_ref_count	not_nullable			3
750	211	Column	n_ref_count	coerce_dtype('int64')			3
751	1165	Column	n_ref_count	not_nullable			4
752	212	Column	n_ref_count	coerce_dtype('int64')			4
753	1166	Column	n_ref_count	not_nullable			5
754	213	Column	n_ref_count	coerce_dtype('int64')			5
755	1167	Column	n_ref_count	not_nullable			6
756	214	Column	n_ref_count	coerce_dtype('int64')			6
757	1168	Column	n_ref_count	not_nullable			7
758	215	Column	n_ref_count	coerce_dtype('int64')			7
759	1169	Column	n_ref_count	not_nullable			8
760	216	Column	n_ref_count	coerce_dtype('int64')			8
761	1170	Column	n_ref_count	not_nullable			9
762	217	Column	n_ref_count	coerce_dtype('int64')			9
763	1171	Column	n_ref_count	not_nullable			10
764	218	Column	n_ref_count	coerce_dtype('int64')			10
765	1172	Column	n_ref_count	not_nullable			11
766	219	Column	n_ref_count	coerce_dtype('int64')			11
767	1173	Column	n_ref_count	not_nullable			12
768	220	Column	n_ref_count	coerce_dtype('int64')			12
769	1174	Column	n_ref_count	not_nullable			13
770	221	Column	n_ref_count	coerce_dtype('int64')			13
771	1175	Column	n_ref_count	not_nullable			14
772	222	Column	n_ref_count	coerce_dtype('int64')			14
773	1176	Column	n_ref_count	not_nullable			15
774	223	Column	n_ref_count	coerce_dtype('int64')			15
775	1177	Column	n_ref_count	not_nullable			16
776	224	Column	n_ref_count	coerce_dtype('int64')			16
777	1178	Column	n_ref_count	not_nullable			17
778	225	Column	n_ref_count	coerce_dtype('int64')			17
779	1179	Column	n_ref_count	not_nullable			18
780	226	Column	n_ref_count	coerce_dtype('int64')			18
781	1180	Column	n_ref_count	not_nullable			19
782	227	Column	n_ref_count	coerce_dtype('int64')			19
783	1181	Column	n_ref_count	not_nullable			20
784	228	Column	n_ref_count	coerce_dtype('int64')			20
785	1182	Column	n_ref_count	not_nullable			21
786	229	Column	n_ref_count	coerce_dtype('int64')			21
787	1183	Column	n_ref_count	not_nullable			22
788	230	Column	n_ref_count	coerce_dtype('int64')			22
789	1184	Column	n_ref_count	not_nullable			23
790	231	Column	n_ref_count	coerce_dtype('int64')			23
791	1185	Column	n_ref_count	not_nullable			24
792	232	Column	n_ref_count	coerce_dtype('int64')			24
793	1186	Column	n_ref_count	not_nullable			25
794	233	Column	n_ref_count	coerce_dtype('int64')			25
795	1187	Column	n_ref_count	not_nullable			26
796	234	Column	n_ref_count	coerce_dtype('int64')			26
797	1188	Column	n_ref_count	not_nullable			27
798	235	Column	n_ref_count	coerce_dtype('int64')			27
799	1189	Column	n_ref_count	not_nullable			28
800	236	Column	n_ref_count	coerce_dtype('int64')			28
801	1190	Column	n_ref_count	not_nullable			29
802	237	Column	n_ref_count	coerce_dtype('int64')			29
803	1191	Column	n_ref_count	not_nullable			30
804	238	Column	n_ref_count	coerce_dtype('int64')			30
805	1192	Column	n_ref_count	not_nullable			31
806	239	Column	n_ref_count	coerce_dtype('int64')			31
807	1193	Column	n_ref_count	not_nullable			32
808	240	Column	n_ref_count	coerce_dtype('int64')			32
809	1194	Column	n_ref_count	not_nullable			33
810	241	Column	n_ref_count	coerce_dtype('int64')			33
811	1195	Column	n_ref_count	not_nullable			34
812	242	Column	n_ref_count	coerce_dtype('int64')			34
813	1196	Column	n_ref_count	not_nullable			35
814	243	Column	n_ref_count	coerce_dtype('int64')			35
815	1197	Column	n_ref_count	not_nullable			36
816	244	Column	n_ref_count	coerce_dtype('int64')			36
817	1198	Column	n_ref_count	not_nullable			37
818	245	Column	n_ref_count	coerce_dtype('int64')			37
819	1199	Column	n_ref_count	not_nullable			38
820	246	Column	n_ref_count	coerce_dtype('int64')			38
821	1200	Column	n_ref_count	not_nullable			39
822	247	Column	n_ref_count	coerce_dtype('int64')			39
823	1201	Column	n_ref_count	not_nullable			40
824	248	Column	n_ref_count	coerce_dtype('int64')			40
825	1202	Column	n_ref_count	not_nullable			41
826	249	Column	n_ref_count	coerce_dtype('int64')			41
827	1203	Column	n_ref_count	not_nullable			42
828	250	Column	n_ref_count	coerce_dtype('int64')			42
829	1204	Column	n_ref_count	not_nullable			43
830	251	Column	n_ref_count	coerce_dtype('int64')			43
831	1205	Column	n_ref_count	not_nullable			44
832	252	Column	n_ref_count	coerce_dtype('int64')			44
833	1206	Column	n_ref_count	not_nullable			45
834	253	Column	n_ref_count	coerce_dtype('int64')			45
835	1207	Column	n_ref_count	not_nullable			46
836	254	Column	n_ref_count	coerce_dtype('int64')			46
837	1208	Column	n_ref_count	not_nullable			47
838	255	Column	n_ref_count	coerce_dtype('int64')			47
839	1209	Column	n_ref_count	not_nullable			48
840	256	Column	n_ref_count	coerce_dtype('int64')			48
841	1210	Column	n_ref_count	not_nullable			49
842	257	Column	n_ref_count	coerce_dtype('int64')			49
843	1211	Column	n_ref_count	not_nullable			50
844	258	Column	n_ref_count	coerce_dtype('int64')			50
845	1212	Column	n_ref_count	not_nullable			51
846	259	Column	n_ref_count	coerce_dtype('int64')			51
847	1213	Column	n_ref_count	not_nullable			52
848	260	Column	n_ref_count	coerce_dtype('int64')			52
849	1214	Column	n_ref_count	not_nullable			53
850	261	Column	n_ref_count	coerce_dtype('int64')			53
851	1215	Column	n_ref_count	not_nullable			54
852	262	Column	n_ref_count	coerce_dtype('int64')			54
853	1216	Column	n_ref_count	not_nullable			55
854	263	Column	n_ref_count	coerce_dtype('int64')			55
855	1217	Column	n_ref_count	not_nullable			56
856	264	Column	n_ref_count	coerce_dtype('int64')			56
857	1218	Column	n_ref_count	not_nullable			57
858	265	Column	n_ref_count	coerce_dtype('int64')			57
859	1219	Column	n_ref_count	not_nullable			58
860	266	Column	n_ref_count	coerce_dtype('int64')			58
861	1220	Column	n_ref_count	not_nullable			59
862	267	Column	n_ref_count	coerce_dtype('int64')			59
863	1221	Column	n_ref_count	not_nullable			60
864	268	Column	n_ref_count	coerce_dtype('int64')			60
865	1222	Column	n_ref_count	not_nullable			61
866	269	Column	n_ref_count	coerce_dtype('int64')			61
867	1223	Column	n_ref_count	not_nullable			62
868	270	Column	n_ref_count	coerce_dtype('int64')			62
869	1224	Column	n_ref_count	not_nullable			63
870	271	Column	n_ref_count	coerce_dtype('int64')			63
871	1225	Column	n_ref_count	not_nullable			64
872	272	Column	n_ref_count	coerce_dtype('int64')			64
873	1226	Column	n_ref_count	not_nullable			65
874	273	Column	n_ref_count	coerce_dtype('int64')			65
875	1227	Column	n_ref_count	not_nullable			66
876	274	Column	n_ref_count	coerce_dtype('int64')			66
877	1228	Column	n_ref_count	not_nullable			67
878	275	Column	n_ref_count	coerce_dtype('int64')			67
879	1229	Column	n_ref_count	not_nullable			68
880	276	Column	n_ref_count	coerce_dtype('int64')			68
881	1230	Column	n_ref_count	not_nullable			69
882	277	Column	n_ref_count	coerce_dtype('int64')			69
883	1231	Column	n_ref_count	not_nullable			70
884	278	Column	n_ref_count	coerce_dtype('int64')			70
885	1232	Column	n_ref_count	not_nullable			71
886	279	Column	n_ref_count	coerce_dtype('int64')			71
887	1233	Column	n_ref_count	not_nullable			72
888	280	Column	n_ref_count	coerce_dtype('int64')			72
889	1234	Column	n_ref_count	not_nullable			73
890	281	Column	n_ref_count	coerce_dtype('int64')			73
891	1235	Column	n_ref_count	not_nullable			74
892	282	Column	n_ref_count	coerce_dtype('int64')			74
893	1236	Column	n_ref_count	not_nullable			75
894	283	Column	n_ref_count	coerce_dtype('int64')			75
895	1237	Column	n_ref_count	not_nullable			76
896	284	Column	n_ref_count	coerce_dtype('int64')			76
897	1238	Column	n_ref_count	not_nullable			77
898	285	Column	n_ref_count	coerce_dtype('int64')			77
899	1239	Column	n_ref_count	not_nullable			78
900	286	Column	n_ref_count	coerce_dtype('int64')			78
901	1240	Column	n_ref_count	not_nullable			79
902	287	Column	n_ref_count	coerce_dtype('int64')			79
903	1241	Column	n_ref_count	not_nullable			80
904	288	Column	n_ref_count	coerce_dtype('int64')			80
905	1242	Column	n_ref_count	not_nullable			81
906	289	Column	n_ref_count	coerce_dtype('int64')			81
907	1243	Column	n_ref_count	not_nullable			82
908	290	Column	n_ref_count	coerce_dtype('int64')			82
909	1244	Column	n_ref_count	not_nullable			83
910	291	Column	n_ref_count	coerce_dtype('int64')			83
911	1245	Column	n_ref_count	not_nullable			84
912	292	Column	n_ref_count	coerce_dtype('int64')			84
913	1246	Column	n_ref_count	not_nullable			85
914	293	Column	n_ref_count	coerce_dtype('int64')			85
915	1247	Column	n_ref_count	not_nullable			86
916	294	Column	n_ref_count	coerce_dtype('int64')			86
917	1248	Column	n_ref_count	not_nullable			87
918	295	Column	n_ref_count	coerce_dtype('int64')			87
919	1249	Column	n_ref_count	not_nullable			88
920	296	Column	n_ref_count	coerce_dtype('int64')			88
921	1250	Column	n_ref_count	not_nullable			89
922	297	Column	n_ref_count	coerce_dtype('int64')			89
923	1251	Column	n_ref_count	not_nullable			90
924	298	Column	n_ref_count	coerce_dtype('int64')			90
925	1252	Column	n_ref_count	not_nullable			91
926	299	Column	n_ref_count	coerce_dtype('int64')			91
927	1253	Column	n_ref_count	not_nullable			92
928	300	Column	n_ref_count	coerce_dtype('int64')			92
929	1254	Column	n_ref_count	not_nullable			93
930	301	Column	n_ref_count	coerce_dtype('int64')			93
931	1255	Column	n_ref_count	not_nullable			94
932	302	Column	n_ref_count	coerce_dtype('int64')			94
933	1256	Column	n_ref_count	not_nullable			95
934	303	Column	n_ref_count	coerce_dtype('int64')			95
935	1257	Column	n_ref_count	not_nullable			96
936	304	Column	n_ref_count	coerce_dtype('int64')			96
937	1258	Column	n_ref_count	not_nullable			97
938	305	Column	n_ref_count	coerce_dtype('int64')			97
939	1259	Column	n_ref_count	not_nullable			98
940	306	Column	n_ref_count	coerce_dtype('int64')			98
941	1260	Column	n_ref_count	not_nullable			99
942	307	Column	n_ref_count	coerce_dtype('int64')			99
943	1261	Column	n_ref_count	not_nullable			100
944	308	Column	n_ref_count	coerce_dtype('int64')			100
945	1262	Column	n_ref_count	not_nullable			101
946	309	Column	n_ref_count	coerce_dtype('int64')			101
947	1263	Column	n_ref_count	not_nullable			102
948	310	Column	n_ref_count	coerce_dtype('int64')			102
949	1264	Column	n_ref_count	not_nullable			103
950	311	Column	n_ref_count	coerce_dtype('int64')			103
951	1265	Column	n_ref_count	dtype('int64')		float64	
952	1056	Column	t_alt_count	not_nullable			0
953	104	Column	t_alt_count	coerce_dtype('int64')			0
954	1057	Column	t_alt_count	not_nullable			1
955	105	Column	t_alt_count	coerce_dtype('int64')			1
956	1058	Column	t_alt_count	not_nullable			2
957	106	Column	t_alt_count	coerce_dtype('int64')			2
958	1059	Column	t_alt_count	not_nullable			3
959	107	Column	t_alt_count	coerce_dtype('int64')			3
960	1060	Column	t_alt_count	not_nullable			4
961	108	Column	t_alt_count	coerce_dtype('int64')			4
962	1061	Column	t_alt_count	not_nullable			5
963	109	Column	t_alt_count	coerce_dtype('int64')			5
964	1062	Column	t_alt_count	not_nullable			6
965	110	Column	t_alt_count	coerce_dtype('int64')			6
966	1063	Column	t_alt_count	not_nullable			7
967	111	Column	t_alt_count	coerce_dtype('int64')			7
968	1064	Column	t_alt_count	not_nullable			8
969	112	Column	t_alt_count	coerce_dtype('int64')			8
970	1065	Column	t_alt_count	not_nullable			9
971	113	Column	t_alt_count	coerce_dtype('int64')			9
972	1066	Column	t_alt_count	not_nullable			10
973	114	Column	t_alt_count	coerce_dtype('int64')			10
974	1067	Column	t_alt_count	not_nullable			11
975	115	Column	t_alt_count	coerce_dtype('int64')			11
976	1068	Column	t_alt_count	not_nullable			12
977	116	Column	t_alt_count	coerce_dtype('int64')			12
978	1069	Column	t_alt_count	not_nullable			13
979	117	Column	t_alt_count	coerce_dtype('int64')			13
980	1070	Column	t_alt_count	not_nullable			14
981	118	Column	t_alt_count	coerce_dtype('int64')			14
982	1071	Column	t_alt_count	not_nullable			15
983	119	Column	t_alt_count	coerce_dtype('int64')			15
984	1072	Column	t_alt_count	not_nullable			16
985	120	Column	t_alt_count	coerce_dtype('int64')			16
986	1073	Column	t_alt_count	not_nullable			17
987	121	Column	t_alt_count	coerce_dtype('int64')			17
988	1074	Column	t_alt_count	not_nullable			18
989	122	Column	t_alt_count	coerce_dtype('int64')			18
990	1075	Column	t_alt_count	not_nullable			19
991	123	Column	t_alt_count	coerce_dtype('int64')			19
992	1076	Column	t_alt_count	not_nullable			20
993	124	Column	t_alt_count	coerce_dtype('int64')			20
994	1077	Column	t_alt_count	not_nullable			21
995	125	Column	t_alt_count	coerce_dtype('int64')			21
996	1078	Column	t_alt_count	not_nullable			22
997	126	Column	t_alt_count	coerce_dtype('int64')			22
998	1079	Column	t_alt_count	not_nullable			23
999	127	Column	t_alt_count	coerce_dtype('int64')			23
1000	1080	Column	t_alt_count	not_nullable			24
1001	128	Column	t_alt_count	coerce_dtype('int64')			24
1002	1081	Column	t_alt_count	not_nullable			25
1003	129	Column	t_alt_count	coerce_dtype('int64')			25
1004	1082	Column	t_alt_count	not_nullable			26
1005	130	Column	t_alt_count	coerce_dtype('int64')			26
1006	1083	Column	t_alt_count	not_nullable			27
1007	131	Column	t_alt_count	coerce_dtype('int64')			27
1008	1084	Column	t_alt_count	not_nullable			28
1009	132	Column	t_alt_count	coerce_dtype('int64')			28
1010	1085	Column	t_alt_count	not_nullable			29
1011	133	Column	t_alt_count	coerce_dtype('int64')			29
1012	1086	Column	t_alt_count	not_nullable			30
1013	134	Column	t_alt_count	coerce_dtype('int64')			30
1014	1087	Column	t_alt_count	not_nullable			31
1015	135	Column	t_alt_count	coerce_dtype('int64')			31
1016	1088	Column	t_alt_count	not_nullable			32
1017	136	Column	t_alt_count	coerce_dtype('int64')			32
1018	1089	Column	t_alt_count	not_nullable			33
1019	137	Column	t_alt_count	coerce_dtype('int64')			33
1020	1090	Column	t_alt_count	not_nullable			34
1021	138	Column	t_alt_count	coerce_dtype('int64')			34
1022	1091	Column	t_alt_count	not_nullable			35
1023	139	Column	t_alt_count	coerce_dtype('int64')			35
1024	1092	Column	t_alt_count	not_nullable			36
1025	140	Column	t_alt_count	coerce_dtype('int64')			36
1026	1093	Column	t_alt_count	not_nullable			37
1027	141	Column	t_alt_count	coerce_dtype('int64')			37
1028	1094	Column	t_alt_count	not_nullable			38
1029	142	Column	t_alt_count	coerce_dtype('int64')			38
1030	1095	Column	t_alt_count	not_nullable			39
1031	143	Column	t_alt_count	coerce_dtype('int64')			39
1032	1096	Column	t_alt_count	not_nullable			40
1033	144	Column	t_alt_count	coerce_dtype('int64')			40
1034	1097	Column	t_alt_count	not_nullable			41
1035	145	Column	t_alt_count	coerce_dtype('int64')			41
1036	1098	Column	t_alt_count	not_nullable			42
1037	146	Column	t_alt_count	coerce_dtype('int64')			42
1038	1099	Column	t_alt_count	not_nullable			43
1039	147	Column	t_alt_count	coerce_dtype('int64')			43
1040	1100	Column	t_alt_count	not_nullable			44
1041	148	Column	t_alt_count	coerce_dtype('int64')			44
1042	1101	Column	t_alt_count	not_nullable			45
1043	149	Column	t_alt_count	coerce_dtype('int64')			45
1044	1102	Column	t_alt_count	not_nullable			46
1045	150	Column	t_alt_count	coerce_dtype('int64')			46
1046	1103	Column	t_alt_count	not_nullable			47
1047	151	Column	t_alt_count	coerce_dtype('int64')			47
1048	1104	Column	t_alt_count	not_nullable			48
1049	152	Column	t_alt_count	coerce_dtype('int64')			48
1050	1105	Column	t_alt_count	not_nullable			49
1051	153	Column	t_alt_count	coerce_dtype('int64')			49
1052	1106	Column	t_alt_count	not_nullable			50
1053	154	Column	t_alt_count	coerce_dtype('int64')			50
1054	1107	Column	t_alt_count	not_nullable			51
1055	155	Column	t_alt_count	coerce_dtype('int64')			51
1056	1108	Column	t_alt_count	not_nullable			52
1057	156	Column	t_alt_count	coerce_dtype('int64')			52
1058	1109	Column	t_alt_count	not_nullable			53
1059	157	Column	t_alt_count	coerce_dtype('int64')			53
1060	1110	Column	t_alt_count	not_nullable			54
1061	158	Column	t_alt_count	coerce_dtype('int64')			54
1062	1111	Column	t_alt_count	not_nullable			55
1063	159	Column	t_alt_count	coerce_dtype('int64')			55
1064	1112	Column	t_alt_count	not_nullable			56
1065	160	Column	t_alt_count	coerce_dtype('int64')			56
1066	1113	Column	t_alt_count	not_nullable			57
1067	161	Column	t_alt_count	coerce_dtype('int64')			57
1068	1114	Column	t_alt_count	not_nullable			58
1069	162	Column	t_alt_count	coerce_dtype('int64')			58
1070	1115	Column	t_alt_count	not_nullable			59
1071	163	Column	t_alt_count	coerce_dtype('int64')			59
1072	1116	Column	t_alt_count	not_nullable			60
1073	164	Column	t_alt_count	coerce_dtype('int64')			60
1074	1117	Column	t_alt_count	not_nullable			61
1075	165	Column	t_alt_count	coerce_dtype('int64')			61
1076	1118	Column	t_alt_count	not_nullable			62
1077	166	Column	t_alt_count	coerce_dtype('int64')			62
1078	1119	Column	t_alt_count	not_nullable			63
1079	167	Column	t_alt_count	coerce_dtype('int64')			63
1080	1120	Column	t_alt_count	not_nullable			64
1081	168	Column	t_alt_count	coerce_dtype('int64')			64
1082	1121	Column	t_alt_count	not_nullable			65
1083	169	Column	t_alt_count	coerce_dtype('int64')			65
1084	1122	Column	t_alt_count	not_nullable			66
1085	170	Column	t_alt_count	coerce_dtype('int64')			66
1086	1123	Column	t_alt_count	not_nullable			67
1087	171	Column	t_alt_count	coerce_dtype('int64')			67
1088	1124	Column	t_alt_count	not_nullable			68
1089	172	Column	t_alt_count	coerce_dtype('int64')			68
1090	1125	Column	t_alt_count	not_nullable			69
1091	173	Column	t_alt_count	coerce_dtype('int64')			69
1092	1126	Column	t_alt_count	not_nullable			70
1093	174	Column	t_alt_count	coerce_dtype('int64')			70
1094	1127	Column	t_alt_count	not_nullable			71
1095	175	Column	t_alt_count	coerce_dtype('int64')			71
1096	1128	Column	t_alt_count	not_nullable			72
1097	176	Column	t_alt_count	coerce_dtype('int64')			72
1098	1129	Column	t_alt_count	not_nullable			73
1099	177	Column	t_alt_count	coerce_dtype('int64')			73
1100	1130	Column	t_alt_count	not_nullable			74
1101	178	Column	t_alt_count	coerce_dtype('int64')			74
1102	1131	Column	t_alt_count	not_nullable			75
1103	179	Column	t_alt_count	coerce_dtype('int64')			75
1104	1132	Column	t_alt_count	not_nullable			76
1105	180	Column	t_alt_count	coerce_dtype('int64')			76
1106	1133	Column	t_alt_count	not_nullable			77
1107	181	Column	t_alt_count	coerce_dtype('int64')			77
1108	1134	Column	t_alt_count	not_nullable			78
1109	182	Column	t_alt_count	coerce_dtype('int64')			78
1110	1135	Column	t_alt_count	not_nullable			79
1111	183	Column	t_alt_count	coerce_dtype('int64')			79
1112	1136	Column	t_alt_count	not_nullable			80
1113	184	Column	t_alt_count	coerce_dtype('int64')			80
1114	1137	Column	t_alt_count	not_nullable			81
1115	185	Column	t_alt_count	coerce_dtype('int64')			81
1116	1138	Column	t_alt_count	not_nullable			82
1117	186	Column	t_alt_count	coerce_dtype('int64')			82
1118	1139	Column	t_alt_count	not_nullable			83
1119	187	Column	t_alt_count	coerce_dtype('int64')			83
1120	1140	Column	t_alt_count	not_nullable			84
1121	188	Column	t_alt_count	coerce_dtype('int64')			84
1122	1141	Column	t_alt_count	not_nullable			85
1123	189	Column	t_alt_count	coerce_dtype('int64')			85
1124	1142	Column	t_alt_count	not_nullable			86
1125	190	Column	t_alt_count	coerce_dtype('int64')			86
1126	1143	Column	t_alt_count	not_nullable			87
1127	191	Column	t_alt_count	coerce_dtype('int64')			87
1128	1144	Column	t_alt_count	not_nullable			88
1129	192	Column	t_alt_count	coerce_dtype('int64')			88
1130	1145	Column	t_alt_count	not_nullable			89
1131	193	Column	t_alt_count	coerce_dtype('int64')			89
1132	1146	Column	t_alt_count	not_nullable			90
1133	194	Column	t_alt_count	coerce_dtype('int64')			90
1134	1147	Column	t_alt_count	not_nullable			91
1135	195	Column	t_alt_count	coerce_dtype('int64')			91
1136	1148	Column	t_alt_count	not_nullable			92
1137	196	Column	t_alt_count	coerce_dtype('int64')			92
1138	1149	Column	t_alt_count	not_nullable			93
1139	197	Column	t_alt_count	coerce_dtype('int64')			93
1140	1150	Column	t_alt_count	not_nullable			94
1141	198	Column	t_alt_count	coerce_dtype('int64')			94
1142	1151	Column	t_alt_count	not_nullable			95
1143	199	Column	t_alt_count	coerce_dtype('int64')			95
1144	1152	Column	t_alt_count	not_nullable			96
1145	200	Column	t_alt_count	coerce_dtype('int64')			96
1146	1153	Column	t_alt_count	not_nullable			97
1147	201	Column	t_alt_count	coerce_dtype('int64')			97
1148	1154	Column	t_alt_count	not_nullable			98
1149	202	Column	t_alt_count	coerce_dtype('int64')			98
1150	1155	Column	t_alt_count	not_nullable			99
1151	203	Column	t_alt_count	coerce_dtype('int64')			99
1152	1156	Column	t_alt_count	not_nullable			100
1153	204	Column	t_alt_count	coerce_dtype('int64')			100
1154	1157	Column	t_alt_count	not_nullable			101
1155	205	Column	t_alt_count	coerce_dtype('int64')			101
1156	1158	Column	t_alt_count	not_nullable			102
1157	206	Column	t_alt_count	coerce_dtype('int64')			102
1158	1159	Column	t_alt_count	not_nullable			103
1159	207	Column	t_alt_count	coerce_dtype('int64')			103
1160	1160	Column	t_alt_count	dtype('int64')		float64	
1161	951	Column	t_ref_count	not_nullable			0
1162	0	Column	t_ref_count	coerce_dtype('int64')			0
1163	952	Column	t_ref_count	not_nullable			1
1164	1	Column	t_ref_count	coerce_dtype('int64')			1
1165	953	Column	t_ref_count	not_nullable			2
1166	2	Column	t_ref_count	coerce_dtype('int64')			2
1167	954	Column	t_ref_count	not_nullable			3
1168	3	Column	t_ref_count	coerce_dtype('int64')			3
1169	955	Column	t_ref_count	not_nullable			4
1170	4	Column	t_ref_count	coerce_dtype('int64')			4
1171	956	Column	t_ref_count	not_nullable			5
1172	5	Column	t_ref_count	coerce_dtype('int64')			5
1173	957	Column	t_ref_count	not_nullable			6
1174	6	Column	t_ref_count	coerce_dtype('int64')			6
1175	958	Column	t_ref_count	not_nullable			7
1176	7	Column	t_ref_count	coerce_dtype('int64')			7
1177	959	Column	t_ref_count	not_nullable			8
1178	8	Column	t_ref_count	coerce_dtype('int64')			8
1179	960	Column	t_ref_count	not_nullable			9
1180	9	Column	t_ref_count	coerce_dtype('int64')			9
1181	961	Column	t_ref_count	not_nullable			10
1182	10	Column	t_ref_count	coerce_dtype('int64')			10
1183	962	Column	t_ref_count	not_nullable			11
1184	11	Column	t_ref_count	coerce_dtype('int64')			11
1185	963	Column	t_ref_count	not_nullable			12
1186	12	Column	t_ref_count	coerce_dtype('int64')			12
1187	964	Column	t_ref_count	not_nullable			13
1188	13	Column	t_ref_count	coerce_dtype('int64')			13
1189	965	Column	t_ref_count	not_nullable			14
1190	14	Column	t_ref_count	coerce_dtype('int64')			14
1191	966	Column	t_ref_count	not_nullable			15
1192	15	Column	t_ref_count	coerce_dtype('int64')			15
1193	967	Column	t_ref_count	not_nullable			16
1194	16	Column	t_ref_count	coerce_dtype('int64')			16
1195	968	Column	t_ref_count	not_nullable			17
1196	17	Column	t_ref_count	coerce_dtype('int64')			17
1197	969	Column	t_ref_count	not_nullable			18
1198	18	Column	t_ref_count	coerce_dtype('int64')			18
1199	970	Column	t_ref_count	not_nullable			19
1200	19	Column	t_ref_count	coerce_dtype('int64')			19
1201	971	Column	t_ref_count	not_nullable			20
1202	20	Column	t_ref_count	coerce_dtype('int64')			20
1203	972	Column	t_ref_count	not_nullable			21
1204	21	Column	t_ref_count	coerce_dtype('int64')			21
1205	973	Column	t_ref_count	not_nullable			22
1206	22	Column	t_ref_count	coerce_dtype('int64')			22
1207	974	Column	t_ref_count	not_nullable			23
1208	23	Column	t_ref_count	coerce_dtype('int64')			23
1209	975	Column	t_ref_count	not_nullable			24
1210	24	Column	t_ref_count	coerce_dtype('int64')			24
1211	976	Column	t_ref_count	not_nullable			25
1212	25	Column	t_ref_count	coerce_dtype('int64')			25
1213	977	Column	t_ref_count	not_nullable			26
1214	26	Column	t_ref_count	coerce_dtype('int64')			26
1215	978	Column	t_ref_count	not_nullable			27
1216	27	Column	t_ref_count	coerce_dtype('int64')			27
1217	979	Column	t_ref_count	not_nullable			28
1218	28	Column	t_ref_count	coerce_dtype('int64')			28
1219	980	Column	t_ref_count	not_nullable			29
1220	29	Column	t_ref_count	coerce_dtype('int64')			29
1221	981	Column	t_ref_count	not_nullable			30
1222	30	Column	t_ref_count	coerce_dtype('int64')			30
1223	982	Column	t_ref_count	not_nullable			31
1224	31	Column	t_ref_count	coerce_dtype('int64')			31
1225	983	Column	t_ref_count	not_nullable			32
1226	32	Column	t_ref_count	coerce_dtype('int64')			32
1227	984	Column	t_ref_count	not_nullable			33
1228	33	Column	t_ref_count	coerce_dtype('int64')			33
1229	985	Column	t_ref_count	not_nullable			34
1230	34	Column	t_ref_count	coerce_dtype('int64')			34
1231	986	Column	t_ref_count	not_nullable			35
1232	35	Column	t_ref_count	coerce_dtype('int64')			35
1233	987	Column	t_ref_count	not_nullable			36
1234	36	Column	t_ref_count	coerce_dtype('int64')			36
1235	988	Column	t_ref_count	not_nullable			37
1236	37	Column	t_ref_count	coerce_dtype('int64')			37
1237	989	Column	t_ref_count	not_nullable			38
1238	38	Column	t_ref_count	coerce_dtype('int64')			38
1239	990	Column	t_ref_count	not_nullable			39
1240	39	Column	t_ref_count	coerce_dtype('int64')			39
1241	991	Column	t_ref_count	not_nullable			40
1242	40	Column	t_ref_count	coerce_dtype('int64')			40
1243	992	Column	t_ref_count	not_nullable			41
1244	41	Column	t_ref_count	coerce_dtype('int64')			41
1245	993	Column	t_ref_count	not_nullable			42
1246	42	Column	t_ref_count	coerce_dtype('int64')			42
1247	994	Column	t_ref_count	not_nullable			43
1248	43	Column	t_ref_count	coerce_dtype('int64')			43
1249	995	Column	t_ref_count	not_nullable			44
1250	44	Column	t_ref_count	coerce_dtype('int64')			44
1251	996	Column	t_ref_count	not_nullable			45
1252	45	Column	t_ref_count	coerce_dtype('int64')			45
1253	997	Column	t_ref_count	not_nullable			46
1254	46	Column	t_ref_count	coerce_dtype('int64')			46
1255	998	Column	t_ref_count	not_nullable			47
1256	47	Column	t_ref_count	coerce_dtype('int64')			47
1257	999	Column	t_ref_count	not_nullable			48
1258	48	Column	t_ref_count	coerce_dtype('int64')			48
1259	1000	Column	t_ref_count	not_nullable			49
1260	49	Column	t_ref_count	coerce_dtype('int64')			49
1261	1001	Column	t_ref_count	not_nullable			50
1262	50	Column	t_ref_count	coerce_dtype('int64')			50
1263	1002	Column	t_ref_count	not_nullable			51
1264	51	Column	t_ref_count	coerce_dtype('int64')			51
1265	1003	Column	t_ref_count	not_nullable			52
1266	52	Column	t_ref_count	coerce_dtype('int64')			52
1267	1004	Column	t_ref_count	not_nullable			53
1268	53	Column	t_ref_count	coerce_dtype('int64')			53
1269	1005	Column	t_ref_count	not_nullable			54
1270	54	Column	t_ref_count	coerce_dtype('int64')			54
1271	1006	Column	t_ref_count	not_nullable			55
1272	55	Column	t_ref_count	coerce_dtype('int64')			55
1273	1007	Column	t_ref_count	not_nullable			56
1274	56	Column	t_ref_count	coerce_dtype('int64')			56
1275	1008	Column	t_ref_count	not_nullable			57
1276	57	Column	t_ref_count	coerce_dtype('int64')			57
1277	1009	Column	t_ref_count	not_nullable			58
1278	58	Column	t_ref_count	coerce_dtype('int64')			58
1279	1010	Column	t_ref_count	not_nullable			59
1280	59	Column	t_ref_count	coerce_dtype('int64')			59
1281	1011	Column	t_ref_count	not_nullable			60
1282	60	Column	t_ref_count	coerce_dtype('int64')			60
1283	1012	Column	t_ref_count	not_nullable			61
1284	61	Column	t_ref_count	coerce_dtype('int64')			61
1285	1013	Column	t_ref_count	not_nullable			62
